	id	title	freq	cluster
901	901	vnpi pro dcis	34	3
902	902	konzilium	34	3
903	903	#.##.## provedena operace	34	8
904	904	st localis	34	13
905	905	interni kontrola	33	8
906	906	prsty hkk	33	3
907	907	 fa	33	8
908	908	gynekologie ##.#.##	33	19
909	909	rame	33	15
910	910	adjuvance	33	15
911	911	lab. abnormalita	33	8
912	912	#. doresekat kranialne	33	3
913	913	c##	33	3
914	914	provedna vysetreni	33	19
915	915	neoadjuvance	33	3
916	916	 mg bilat. ##/#/####	33	2
917	917	konsilium	33	0
918	918	s_estradiol	33	3
919	919	vedlejsi onemocneni	33	19
920	920	pri bolesti	33	3
921	921	za mk	33	17
922	922	snb negativni (#/#). ptnm(#)	33	3
923	923	zapis z mk ##.#.##	33	0
924	924	duvod vysetreni	33	3
925	925	kucoch	33	19
926	926	resekcni okraje minimalne	32	0
927	927	+ # dny	32	3
928	928	#.##	32	3
929	929	operace #. #. ####	32	3
930	930	lok. nalez	32	13
931	931	pro otce a bratra	32	0
932	932	##.##.#### diagnosticka mg bilat.	32	19
933	933	orl ##/#/####	32	3
934	934	pacietnka po provedene	32	3
935	935	ph	32	12
936	936	telef. konzultace	32	3
937	937	gynekologicka onemocneni a operace	32	8
938	938	onkol.	32	3
939	939	dnes ekg	32	19
940	940	/pozn	32	8
941	941	monitorace	32	3
942	942	z parasterna ve #d	32	19
943	943	alergie polyvalentni	32	3
944	944	bulbus	32	6
945	945	uvodni text	32	8
946	946	ostat dg.	32	3
947	947	spondylokomise	32	15
948	948	reresekce	32	0
949	949	# snb leve axily	32	8
950	950	mg prsou	32	19
951	951	boost	32	3
952	952	resekat zhk leveho prsu	32	0
953	953	kardie	31	19
954	954	adnexa vpravo	31	0
955	955	# snb vpravo	31	0
956	956	mastektomie vpravo	31	0
957	957	nove	31	3
958	958	axila vlevo	31	15
959	959	#) resekat leve mammy	31	0
960	960	fenotyp po neoadjuvanci	31	3
961	961	pacientka vedena pod id	31	3
962	962	door.	31	17
963	963	pouzite implantaty	31	3
964	964	lok nalez	31	6
965	965	uz bricho	31	19
966	966	re-resekat	31	0
967	967	ob	31	6
968	968	dopor mk - #/####	31	3
969	969	parcialni mastektomie vpravo (zhk)	31	0
970	970	terapie	31	3
971	971	ki## (automat qupath)	31	3
972	972	epidemiologicka anamneza	31	3
973	973	pylorus	31	6
974	974	usg prsou	31	19
975	975	onkologicke res	31	17
976	976	dnes ##. #. ####	30	8
977	977	#. pooperacni kontrola	30	3
978	978	telefon. konzultace	30	3
979	979	inerkurence	30	8
980	980	pro bratra a otce	30	0
981	981	predepsana davka	30	3
982	982	s histol. nalezem	30	0
983	983	vychozi echo-srdce	30	19
984	984	gynekologicke vysetreni #/####	30	19
985	985	mastektomie vlevo	30	3
986	986	#.#.#### operater	30	3
987	987	mediakce	30	3
988	988	tvs	30	6
989	989	imunoprofil	30	0
990	990	ad #) leva mama	30	0
991	991	cytol. otisk	30	0
992	992	gyn. vys.	30	6
993	993	saturace o#	30	3
994	994	##.#.#### sumacni snimek hrudniku	30	19
995	995	hematologie	30	3
996	996	doprovod	29	3
997	997	zakl.dg.	29	8
998	998	vedl.choroby	29	8
999	999	ki-##	29	3
1000	1000	pro dceru a sestru	29	0
1001	1001	gynekologicke vysetreni ##.#.####	29	19
1002	1002	##.#.#### echo-srdce	29	19
1003	1003	leky	29	3
1004	1004	lu leve axily celkem	29	15
1005	1005	#/##/## zoledronova kyselina- nul	29	3
1006	1006	imunofenotyp	29	0
1007	1007	* ct mozku	29	19
1008	1008	#.#.#### diagnosticka mg bilat.	29	19
1009	1009	stp.rame vlevo s nalezem	29	0
1010	1010	resekat praveho prsu	29	0
1011	1011	core biopsie leve mammy	29	3
1012	1012	datum	29	3
1013	1013	z core-cut	29	19
1014	1014	st. loc	28	13
1015	1015	pristi navsteva	28	3
1016	1016	oper.	28	8
1017	1017	vag. uz	28	6
1018	1018	oprava	28	3
1019	1019	##/#/## pd	28	15
1020	1020	rizika	28	8
1021	1021	ostat. dg	28	8
1022	1022	onkores	28	17
1023	1023	##.##.#### operater	28	3
1024	1024	st.localis\	28	3
1025	1025	ct nalez (dr. koukalova)	28	2
1026	1026	podezrele leze	28	3
1027	1027	okraj od dcis g#	28	0
1028	1028	imunohistochemie (blok #)	28	0
1029	1029	* ##.#.#### #	28	2
1030	1030	doplneni zaveru	28	3
1031	1031	status her#	28	3
1032	1032	planovana radioterapie	28	5
1033	1033	#) resekat prave mammy	28	0
1034	1034	st.p.operace	28	15
1035	1035	odbery	28	12
1036	1036	konsilium (kozni)	27	3
1037	1037	mk #.#.####	27	17
1038	1038	zaver definitivniho histopatol. vysetreni	27	0
1039	1039	biopsie #/#/####	27	3
1040	1040	#) doresekat kranialne	27	0
1041	1041	- ambulantni objednavky	27	3
1042	1042	cht	27	3
1043	1043	#-#(mc)	27	11
1044	1044	imunofenotyp z punkce	27	19
1045	1045	er pozitivni. vnpi	27	3
1046	1046	prednosta	27	5
1047	1047	##/##/####	27	19
1048	1048	#) kranialni doresekat	27	0
1049	1049	id	27	3
1050	1050	echo srdce ##.##.####	27	3
1051	1051	dalsi	27	3
1052	1052	ab	27	3
1053	1053	lu prave axily celkem	27	3
1054	1054	#/#### gynekolog. kontrola	27	19
1055	1055	epidemiologicka anameza	27	8
1056	1056	ldk	27	19
1057	1057	 ##.##.#### #	27	19
1058	1058	usg mamm a axill	27	2
1059	1059	gfs	27	3
1060	1060	uz vagin.s.	27	6
1061	1061	fenotyp (stanoveno z metastazy)	27	3
1062	1062	mamma sin + lu	27	3
1063	1063	st.p.rame l.dx s nalezem	27	0
1064	1064	* #.#.#### #	27	2
1065	1065	pt# (##.# mm) pn#a(uzliny[poz/vys]	26	3
1066	1066	mg bilat.	26	19
1067	1067	axily i nadkl	26	3
1068	1068	alez [ep	26	19
1069	1069	mamma l.sin	26	6
1070	1070	doporuceni.	26	17
1071	1071	mr mamm [ep	26	2
1072	1072	spondyloonkologicka komise	26	3
1073	1073	infekce	26	3
1074	1074	axil.uzlina	26	15
1075	1075	proliferacni antigen ki-## (automat)	26	3
1076	1076	dispenzarni kontrola	26	3
1077	1077	gynekol. vysetreni ##.#.####	26	19
1078	1078	levostranna mastektomie	26	3
1079	1079	genital	26	6
1080	1080	zapis z mk ##.##.##	26	0
1081	1081	histol v mou	26	0
1082	1082	ct presetreni	26	2
1083	1083	ldct	26	2
1084	1084	synchronni nadorova duplicita	26	15
1085	1085	randomizacni cislo	26	3
1086	1086	posledni gyn vys.. #/####	26	19
1087	1087	pozadovana vysetreni	26	3
1088	1088	tolerance dobra- nul	26	17
1089	1089	gynekologicke vysetreni #.#.####	26	19
1090	1090	av vmax (m/s)	26	3
1091	1091	nejasne leze	26	3
1092	1092	- doporuceni	26	17
1093	1093	telefonuje	26	3
1094	1094	 #.##.#### ##	26	19
1095	1095	echo #/#### v mou	25	19
1096	1096	pt#c (##.# mm) pn#a(uzliny[poz/vys]	25	15
1097	1097	zprava pro pl	25	3
1098	1098	#) doresekat	25	0
1099	1099	premedikace podminene - vecer	25	3
1100	1100	kriticky okraj	25	0
1101	1101	posledni gyn vys ##/####	25	19
1102	1102	ad kro ambulance	25	3
1103	1103	subj. pri ukonceni radioterapie	25	1
1104	1104	mg ##.#.####	25	19
1105	1105	zaver mamarni komise	25	17
1106	1106	[ep	25	2
1107	1107	minimalni res. okraje	25	0
1108	1108	zk. c. #	25	0
1109	1109	synchronni onkologicka duplicita	25	0
1110	1110	*lab. vysetreni	25	12
1111	1111	subj..	25	3
1112	1112	sestra	25	3
1113	1113	- plan	25	17
1114	1114	ter	25	3
1115	1115	aktualni hodnoty	25	3
1116	1116	*##.#.#### v #	25	3
1117	1117	k domluve operace	25	0
1118	1118	dpn	25	3
1119	1119	#.##.#### mk	25	17
1120	1120	gyn vys	25	3
1121	1121	adnexa vlevo	25	0
1122	1122	kompl.dg.	25	3
1123	1123	obj. pri ukonceni radioterapie	25	13
1124	1124	#) doresekat kaudalne	25	0
1125	1125	posledni gyn vys. #/####	25	19
1126	1126	vyvoj hmotnosti	25	8
1127	1127	ct plic	24	19
1128	1128	interkurance	24	8
1129	1129	l. dx	24	3
1130	1130	usg bricha ##.#.####	24	19
1131	1131	rovzaha	24	15
1132	1132	rebiopsie	24	15
1133	1133	pacientka dnes vratila medikaci	24	19
1134	1134	pro sestru a dceru	24	0
1135	1135	nutrice	24	3
1136	1136	topografie	24	3
1137	1137	cilovy objem	24	3
1138	1138	obj. ki ###% vyska	24	6
1139	1139	zhodnoceni rekurence onemocneni	24	3
1140	1140	uz bilat.	24	19
1141	1141	kontrola po oper.	24	3
1142	1142	datum zahajeni rt	24	3
1143	1143	interna	24	8
1144	1144	bilat mastektomie	24	15
1145	1145	#) snb l. sin.	24	0
1146	1146	denzitometrie #.#.####	24	3
1147	1147	po disekci	24	15
1148	1148	indikace mamarni komise	24	3
1149	1149	dle mk dopor.	24	17
1150	1150	polyvalentni alergie	24	5
1151	1151	l. sin	24	3
1152	1152	vulvoskopie	24	6
1153	1153	#) doresekat dorsalne	23	0
1154	1154	uzliny souhrnne vcetne disekatu	23	15
1155	1155	rt konzilium	23	3
1156	1156	gyn. vysetreni	23	6
1157	1157	ost.dg.	23	8
1158	1158	#/## echo zaver	23	19
1159	1159	onkologicka diagnoza	23	15
1160	1160	posledni gyn. vys.	23	19
1161	1161	#) doresekat medialne	23	0
1162	1162	gynekologicke vysetreni ##.##.####	23	0
1163	1163	rozvaha mk	23	17
1164	1164	** ##.#.#### ##	23	2
1165	1165	jicen	23	6
1166	1166	rozpis	23	3
1167	1167	histologicky zaver	23	0
1168	1168	pkd psax	23	3
1169	1169	vnpi po doresekovani	23	3
1170	1170	plicni	23	3
1171	1171	objednavka	23	3
1172	1172	#/## s_cea	23	3
1173	1173	radiologie	23	3
1174	1174	# dny po cht	23	3
1175	1175	randomizace	23	3
1176	1176	 obj. vyska	23	3
1177	1177	rtg plic #/####	23	19
1178	1178	#.##.####	23	3
1179	1179	resekat prave mammy	23	3
1180	1180	*#.#.#### v #	23	3
1181	1181	echo srdce ##/#### zaver	23	3
1182	1182	##.#.#### echo zaver	22	19
1183	1183	mensi leze v zhk	22	3
1184	1184	do medikace	22	3
1185	1185	info pro pacientku	22	3
1186	1186	st.p.totalni resekci s nalezem	22	3
1187	1187	pri propusteni - subj.	22	6
1188	1188	 mk	22	17
1189	1189	* nalez [ep	22	2
1190	1190	denzitometrie #/##	22	3
1191	1191	vetsi leze v mdk	22	3
1192	1192	operace #.##.####	22	8
1193	1193	ad gynekologiam	22	17
1194	1194	stp.#x neoadjuvanci ac-efekt	22	17
1195	1195	#.#.#### echo zaver	22	19
1196	1196	bez ki pokracuji	22	3
1197	1197	c#.#	22	5
1198	1198	*zapis z mk	22	0
1199	1199	stolice	22	3
1200	1200	doporucenipro probandku	22	0
1201	1201	sono prsu	22	19
1202	1202	gynekol. vys. ##.##.####	22	19
1203	1203	charakter	22	6
1204	1204	sbn prave axily	22	15
1205	1205	mmr imunohistochemicky	22	3
1206	1206	b_ph	22	12
1207	1207	invazivni mikropapilarni karcinom	22	3
1208	1208	p.r.	22	6
1209	1209	konsilium (otorinolaryngologie)	21	3
1210	1210	##.#.#### rtg hrudniku	21	19
1211	1211	mamarni komise (##.#.####)	21	17
1212	1212	ibrance od ##/##/## nul	21	3
1213	1213	zavedeni picc	21	6
1214	1214	operaca	21	3
1215	1215	echo srdce #.#.####	21	19
1216	1216	uz bricha #.#.####	21	19
1217	1217	bl. c. #	21	3
1218	1218	#) snb l. axilla	21	0
1219	1219	pro sestry	21	0
1220	1220	interni predoperacni vysetreni	21	8
1221	1221	doporuceni mamarni komise mou	21	17
1222	1222	gynekologie ##.#.####	21	19
1223	1223	stp. atiestrogenni lecbe	21	3
1224	1224	abuzy	21	3
1225	1225	mamma dx/lu#	21	3
1226	1226	doplnena rozvaha	21	17
1227	1227	k vykonu	21	3
1228	1228	 z.	21	2
1229	1229	biopsie - histol.	21	0
1230	1230	#/## nove ca ##.#	21	3
1231	1231	fenotyp	21	3
1232	1232	mk - ##/####	21	17
1233	1233	spiro	21	3
1234	1234	- doporuceni mk	21	17
1235	1235	uz mamm ##/####	21	19
1236	1236	#) kaudalni doresekat	21	0
1237	1237	*s_cea	21	3
1238	1238	##/####	21	19
1239	1239	pacient veden pod id	21	3
1240	1240	zitra a pozitri	21	3
1241	1241	efekt pet/ct #/##	21	15
1242	1242	##.#.#### uz bricha	21	19
1243	1243	#.#.#### usg bricha	21	19
1244	1244	ii. cteni	21	3
1245	1245	boost mam sin.	21	3
1246	1246	matka	21	3
1247	1247	po doresekci nalezy	21	19
1248	1248	mri	21	19
1249	1249	nul po #.s.	21	3
1250	1250	- denzitometrie #/####	21	3
1251	1251	ep	21	19
1252	1252	ucel ambulatni kontroly	21	3
1253	1253	datum vysetreni	21	3
1254	1254	zakladni dg	21	3
1255	1255	##.#. v #	21	3
1256	1256	(z core-cut v dokumentaci	20	3
1257	1257	mlh#	20	3
1258	1258	l prs	20	6
1259	1259	##.#.#### echo srdce	20	19
1260	1260	tl #	20	3
1261	1261	transport (druh prepravy) indikovan	20	3
1262	1262	#/## pd dle pet/ct	20	19
1263	1263	trvani nemoci	20	0
1264	1264	#/ c##.#	20	3
1265	1265	imunohistochemie	20	0
1266	1266	st.p.oper.	20	19
1267	1267	anamnesa cil.zamerena	20	3
1268	1268	sae #	20	8
1269	1269	scintigraficky nalez	20	2
1270	1270	chir. konzultace	20	3
1271	1271	msh#	20	3
1272	1272	cas skiaskopie (min	20	3
1273	1273	 res	20	19
1274	1274	histol. - zaver	20	0
1275	1275	pro syna a bratra	20	0
1276	1276	##.##.#### operace	20	3
1277	1277	#/#### gynekologie	20	19
1278	1278	levostranna profylakticka mastectomie	20	3
1279	1279	dispenzarizace	20	3
1280	1280	subj .	20	3
1281	1281	pms#	20	3
1282	1282	mamma l. sin .	20	13
1283	1283	d#/#	20	3
1284	1284	ct hrudnik + bricho	20	3
1285	1285	st.loc	20	6
1286	1286	chronicka medikace	20	3
1287	1287	boost mam dx.	20	3
1288	1288	otosk.	20	6
1289	1289	e'avg.	20	3
1290	1290	##.##.#### mamarni komise	20	3
1291	1291	echo ##/#/####	20	19
1292	1292	lab abn.	20	3
1293	1293	#) snb c. #	20	0
1294	1294	ep.	20	3
1295	1295	## mm (prs	20	19
1296	1296	lokalizace tu prave mammy	20	19
1297	1297	dop genetika	20	3
1298	1298	gynekolog	20	3
1299	1299	histologie - zaver	20	3
1300	1300	##.#.#### mk	20	15
1301	1301	s_tsh	20	3
1302	1302	* #.#.#### ##	20	2
1303	1303	synaptofyzin	19	3
1304	1304	obj. .vyska	19	3
1305	1305	prokazana kombinovana hereditarni trombofilie	19	3
1306	1306	-rozvaha	19	17
1307	1307	pro sestry a matku	19	0
1308	1308	dle uz #/####	19	19
1309	1309	def hist.	19	3
1310	1310	#. simplexni mastektomie	19	0
1311	1311	p prs	19	6
1312	1312	zamestnani	19	8
1313	1313	#/#### mk	19	15
1314	1314	ct hrudniku	19	19
1315	1315	 #.##.#### #	19	3
1316	1316	usg jater	19	3
1317	1317	dalsi plan	19	17
1318	1318	** lab. vysetreni	19	12
1319	1319	presetreni	19	19
1320	1320	#. kontrola po rt	19	3
1321	1321	planovana strategie	19	3
1322	1322	registrujici pl	19	3
1323	1323	- histologicky	19	0
1324	1324	iunterkurence	19	8
1325	1325	z dodane dok.	19	3
1326	1326	boost mamma sin.	19	3
1327	1327	zamestnavatel	19	3
1328	1328	mk ##.#.####	19	3
1329	1329	s_##-hydroxyvitamin d	19	3
1330	1330	kolonoskopie ##.#.####	19	3
1331	1331	geneticke testovani	19	0
1332	1332	fa analg.	19	3
1333	1333	plan dalsiho postupu	19	3
1334	1334	genitourinarni/reproduktivny syst.	19	3
1335	1335	provoz	19	3
1336	1336	mimoradna ambul. kontrola	19	3
1337	1337	*##.##.#### v ##	19	3
1338	1338	doporuceni z mk	19	3
1339	1339	mamograficky screening ##.#.#### ##	19	19
1340	1340	#/#/## operace	19	19
1341	1341	stomatolog. vys.	19	19
1342	1342	##.##. v #	19	3
1343	1343	klinicke hodnoceni tumoru	18	6
1344	1344	vysledna kategorie prace	18	3
1345	1345	histologie( krnov)- orientacne	18	15
1346	1346	mr	18	19
1347	1347	biopsie - histol. zaver	18	0
1348	1348	dporuceni	18	17
1349	1349	- st.p. hospitalizaci pro	18	3
1350	1350	uz jater + doppler	18	19
1351	1351	minimalni resekcni okraj invaze	18	0
1352	1352	axilarni uzliny	18	3
1353	1353	invazivni nst karcinom	18	3
1354	1354	stp. localis	18	6
1355	1355	doplneni	18	3
1356	1356	denzitometrie ##.##.##	18	19
1357	1357	st.p.oper. ##.#.####	18	15
1358	1358	##.#.#### mg #.cteni [ep	18	19
1359	1359	hmotnost (kg)	18	3
1360	1360	braf	18	3
1361	1361	telefonuje pacientka	18	3
1362	1362	klasif. (tnm-#)	18	3
1363	1363	e'avg.(m/s)	18	3
1364	1364	hodnoty tro	18	3
1365	1365	#/#### operace	18	19
1366	1366	ostatni lu axily	18	3
1367	1367	hodnoceni dle	18	3
1368	1368	jmeno pacienta	18	3
1369	1369	prediktivni faktory v resekatu	18	3
1370	1370	#) lateralni doresekat	18	0
1371	1371	moznosti implantatu	18	3
1372	1372	##.##.#### s_cea	18	3
1373	1373	kod	18	3
1374	1374	zav.	18	3
1375	1375	rasa	18	3
1376	1376	po #. serii ac	18	3
1377	1377	usg mamm a axil	18	19
1378	1378	ypt# n#(i-)(sn) (sn uzliny[poz/vys]	18	3
1379	1379	difuze co	18	3
1380	1380	pravy prs	18	3
1381	1381	dif. dg. rozvaha	18	0
1382	1382	endokrino	18	3
1383	1383	pri prujmech	18	4
1384	1384	komorbdity	18	8
1385	1385	kompl. dg.	18	3
1386	1386	okraje multifok. pozitivni	18	0
1387	1387	rtg hrudniku [ep	18	19
1388	1388	chir. kontrola / konzultace	18	3
1389	1389	##.##.#### laboratorni cislo	17	3
1390	1390	posledni gyn yvs.	17	19
1391	1391	dotaz	17	17
1392	1392	pertuzumab	17	3
1393	1393	ad neurologiam	17	3
1394	1394	resekat hkk prave mammy	17	3
1395	1395	( o	17	6
1396	1396	dle uz	17	19
1397	1397	interkurrence.	17	8
1398	1398	- dle dop. mk	17	3
1399	1399	##.#.#### rtg hrudniku vestoje	17	19
1400	1400	her# negativni (#). klasifikace	17	3
1401	1401	chirurgie	17	3
1402	1402	histologie kostni drene ##/##	17	6
1403	1403	v reresekatu	17	2
1404	1404	kontrola po oper	17	3
1405	1405	sin	17	15
1406	1406	ekg ##.##.####	17	19
1407	1407	medikace za hospitalizace	17	3
1408	1408	resekcni linie invazivniho karcinomu	17	3
1409	1409	doprava	17	8
1410	1410	uz mamm a axill	17	19
1411	1411	vysledek histol.	17	0
1412	1412	imh	17	0
1413	1413	 rozvaha	17	15
1414	1414	klinicke studie	17	3
1415	1415	vykony	17	3
1416	1416	gynekologie ##/##	17	19
1417	1417	#/## mk	17	3
1418	1418	velikost [mm]	17	3
1419	1419	ekg ##.#.####	17	19
1420	1420	eflk odhad	17	3
1421	1421	p_natrium	17	12
1422	1422	#) snb p. axilla	17	0
1423	1423	plice	17	19
1424	1424	zprava pro pl. pozn.	17	0
1425	1425	#/#### per rectum	17	19
1426	1426	onkologie	17	3
1427	1427	operace ##.#.##	17	3
1428	1428	endokrinologicke vysetreni ##.#.####	17	3
1429	1429	scintigrafie	17	3
1430	1430	vyuctovani nahrady cestovnich nakladu	17	0
1431	1431	snb negativni (#/#). klasifikace	17	15
1432	1432	stp. operace	17	3
1433	1433	nutricni anamneza	17	6
1434	1434	intubace	17	3
1435	1435	dle dop mk	17	3
1436	1436	rtg s+p ##.#.##	17	3
1437	1437	doba extrakce endoskopu	17	3
1438	1438	anesteziologicka amb. [##.#.#### #	17	3
1439	1439	status praesens	17	13
1440	1440	boost sin d	17	3
1441	1441	histologie cgb ostrava	17	3
1442	1442	konziliarni ambulance	16	3
1443	1443	#/#### gynekolog. vysetreni	16	19
1444	1444	##.#.## ptx/w- (#.#.##) nul	16	19
1445	1445	studiova lecba	16	3
1446	1446	birads vysledek	16	19
1447	1447	echo srdce trebic #.#.####	16	3
1448	1448	sledovana	16	3
1449	1449	z metastazy	16	3
1450	1450	sono mamm	16	19
1451	1451	studiova th.	16	3
1452	1452	ps a#c	16	3
1453	1453	dermatologie	16	19
1454	1454	dle ik	16	3
1455	1455	ypt# ypn#a(uzliny[poz/vys]	16	3
1456	1456	re-resekce	16	3
1457	1457	dopouceni	16	3
1458	1458	chevallier trg #. klasifikace	16	3
1459	1459	** tm	16	12
1460	1460	mk #/####	16	3
1461	1461	prediktivni faktory v dcis	16	3
1462	1462	od bolesti	16	3
1463	1463	- ##.#.#### echo srdce	16	19
1464	1464	gyn.onemocneni a operace	16	8
1465	1465	*usg [ep	16	19
1466	1466	ostat dg	16	3
1467	1467	pro bratry	16	0
1468	1468	cislo studiove medikace	16	3
1469	1469	doporuceni po chemoterapii	16	4
1470	1470	zaver histopatologickeho vysetreni	16	3
1471	1471	medkace	16	3
1472	1472	po terapii	16	3
1473	1473	co-morbidities	16	3
1474	1474	mg ##.#.##	16	19
1475	1475	ad #) levy prs	16	0
1476	1476	denzitometrie ##.##.####	16	3
1477	1477	kolposkopie	16	6
1478	1478	##.##.#### sumacni snimek hrudniku	16	3
1479	1479	pokracovat v zavedene medikaci	16	3
1480	1480	rtg hrudniku ##.#.####	16	3
1481	1481	c#d#	16	3
1482	1482	aktualni telesna hmotnost	16	3
1483	1483	# snb prave axily	16	3
1484	1484	#.#.#### sumacni snimek hrudniku	16	3
1485	1485	reresekat prsu	16	3
1486	1486	kolonoskopie #/####	16	3
1487	1487	doporuceni pro probandku	16	3
1488	1488	(residuum	16	19
1489	1489	dalsi dg	16	8
1490	1490	ko echo srdce ##.#.####	16	19
1491	1491	domluva na dalsim postupu	16	3
1492	1492	punkcni biopsie prave axily	16	3
1493	1493	mamma sin+lud	16	3
1494	1494	#.#.#### rtg hrudniku	16	3
1495	1495	provedeno vysetreni zrcadly	16	6
1496	1496	palp.	16	19
1497	1497	gynekol.	16	19
1498	1498	pro probanda	16	3
1499	1499	+ # den	16	3
1500	1500	vedl.dg	16	3
1501	1501	ad b) #-#	16	0
1502	1502	* ##.##.####	16	3
1503	1503	- doporuceni mamarni komise	16	3
1504	1504	nos	16	6
1505	1505	usg bricha	16	19
1506	1506	nyni po provedene	16	3
1507	1507	operativa [##.#.#### #	16	3
1508	1508	doprovdo	16	3
1509	1509	gynekologicke vysetreni #.##.####	16	19
1510	1510	- pacient odeslan pro	15	3
1511	1511	rehospitalizace	15	3
1512	1512	posledni gyn vys	15	19
1513	1513	 u__ph	15	12
1514	1514	prediktivni faktory g# karcinomu	15	3
1515	1515	tedy	15	3
1516	1516	moceni	15	3
1517	1517	minimalni res. okraj dorzalne	15	3
1518	1518	#.##.#### operace	15	3
1519	1519	per rect.	15	6
1520	1520	ad #) pravy prs	15	0
1521	1521	priste	15	3
1522	1522	lu celkem	15	3
1523	1523	vysetreni periferni neuropatie	15	8
1524	1524	onkologicky zaver	15	17
1525	1525	pracovni anamneza	15	8
1526	1526	ambulantni kontrola	15	3
1527	1527	##.#.#### lymfoscintigrafie ##mtc nanocollem	15	19
1528	1528	echo #/## z	15	3
1529	1529	kultivace anaerobni	15	3
1530	1530	oblast ii-v vlevo	15	15
1531	1531	sono vag	15	6
1532	1532	gyenkologie	15	19
1533	1533	#.##.#### operater	15	3
1534	1534	resekcni okraj	15	3
1535	1535	gynekolog. vysetreni ##/##/##	15	8
1536	1536	vydano	15	3
1537	1537	dopor._	15	3
1538	1538	hak/ hst	15	3
1539	1539	gastroenterologie	15	3
1540	1540	#) leva axilla	15	0
1541	1541	 z	15	3
1542	1542	fixacni tekutina	15	3
1543	1543	dop. mamarni komise	15	17
1544	1544	*tm- ##.##.##	15	3
1545	1545	#. korekce [##.#.#### ##	15	3
1546	1546	- dle mk dopor.	15	17
1547	1547	onkol.dg	15	3
1548	1548	b_hodnoceni if pk	15	0
1549	1549	 ##.#.#### operace	15	3
1550	1550	- ea	15	8
1551	1551	pri teplotach	15	4
1552	1552	mozkovna	15	3
1553	1553	st loc	15	19
1554	1554	histol. dkk	15	3
1555	1555	panev	15	3
1556	1556	nahlaseno	15	3
1557	1557	imunofenotyp z core-cut	15	3
1558	1558	dle mk dopor	15	15
1559	1559	kolonoskopie ##/##	15	3
1560	1560	#/## nul	15	3
1561	1561	telo	15	3
1562	1562	konsilium (gynekologie)	15	3
1563	1563	imunohistochemie bl.c. #	15	3
1564	1564	obj. vys.	15	6
1565	1565	her-# #+klasifikace	15	3
1566	1566	* ##.##.#### ##	15	19
1567	1567	ostatni jak zavedeno	15	3
1568	1568	##.#.#### echo	15	19
1569	1569	screeningova mg	15	19
1570	1570	zaver mk	15	3
1571	1571	kontrol.vys.	15	3
1572	1572	biopsie mdk	15	3
1573	1573	pro vsechny # tumory	15	3
1574	1574	e'sept.(m/s)	15	3
1575	1575	dalsi vysetreni	15	3
1576	1576	rtg p+s ##.#.####	14	3
1577	1577	mr prsou	14	19
1578	1578	s histol.nalzem	14	3
1579	1579	jina podana lecba	14	3
1580	1580	vyjadreni chirurga	14	3
1581	1581	misto aplikace	14	3
1582	1582	ost. dg.	14	8
1583	1583	kardiologie	14	3
1584	1584	psychiatrie	14	3
1585	1585	uz bricha ##.##.####	14	3
1586	1586	laborator a jina vysetreni	14	3
1587	1587	proti nevolnosti	14	3
1588	1588	** ##.##.##	14	12
1589	1589	mikro	14	0
1590	1590	oerace	14	3
1591	1591	po doresekci	14	3
1592	1592	interkuzrence	14	3
1593	1593	- ##.##.#### echo srdce	14	19
1594	1594	opakovana parcialni mastektomie	14	3
1595	1595	benigni	14	19
1596	1596	#) dorsalni doresekat	14	0
1597	1597	echo kontrolni ##.##.####	14	3
1598	1598	uz jater ##.#.####	14	3
1599	1599	plicni vys ##.##.####	14	3
1600	1600	alkohol	14	3
1601	1601	zapis z mk #.#.##	14	3
1602	1602	premedikace vecer	14	3
1603	1603	od ##.##.#### v adjuvanci	14	3
1604	1604	ii	14	3
1605	1605	 bilat. ca mammae	14	3
1606	1606	spravne je tedy zaver	14	3
1607	1607	##/#/####	14	19
1608	1608	vysledky provedenych vysetreni	14	12
1609	1609	pankreas	14	3
1610	1610	komise doporuceni	14	3
1611	1611	ostatni vysetreni ##.#.#### ##	14	3
1612	1612	tk ###/## mmhg p	14	3
1613	1613	senol.vys.	14	6
1614	1614	parcialni mastektomie vlevo (zdk)	14	3
1615	1615	emg #/## dr strakova	14	8
1616	1616	mamma sin dibh	14	3
1617	1617	dt(ms)	14	3
1618	1618	prodelane infekce	14	3
1619	1619	kro konzilium	14	3
1620	1620	histol cgb	14	3
1621	1621	radikalni mastektomie vlevo	14	15
1622	1622	hist (znojmo)	14	3
1623	1623	v pripade zhorseni stavu	14	4
1624	1624	#/#### denzitometrie	14	3
1625	1625	parcialni mastektomie vpravo	14	3
1626	1626	boost dx.	14	3
1627	1627	hltan	14	6
1628	1628	#/## podle usg regrese	14	19
1629	1629	dopor mamarni komise #/#/##.	14	3
1630	1630	scinti kosti	14	3
1631	1631	#.#. operace	14	3
1632	1632	nezadouci ucinky lecby	14	8
1633	1633	stomatologicke vysetreni #.#.####	14	3
1634	1634	operace a urazy	14	3
1635	1635	emg	14	8
1636	1636	# intramammarni lu vpravo	14	3
1637	1637	stomatol. vys. #.#.####	14	3
1638	1638	roza	14	8
1639	1639	ad mk	14	3
1640	1640	rtg plic ##.#.####	14	3
1641	1641	kontrola s vysledky	14	3
1642	1642	-plan	14	17
1643	1643	c#d##	14	3
1644	1644	duplicita	14	15
1645	1645	maxnul	13	3
1646	1646	oporuceni	13	3
